,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
SEMA4A,2.6157987e-10,2.0420957e-10,3.2280906e-10,3.3982837e-11,1.6599715e-10,2.1817206e-10,2.2397853e-10,1.1687334e-10
MPHOSPH8,0.00040445494,2.0151235e-10,2.8422076e-10,3.4605336e-11,1.6751045e-10,3.1404437e-10,2.1565784e-10,1.2155178e-10
RNF216P1,2.5871588e-10,2.0150695e-10,2.9695546e-10,3.437476e-11,1.6283831e-10,2.386928e-10,2.1573561e-10,1.14606255e-10
ZNF766,2.8961653e-10,2.014597e-10,3.0094052e-10,3.4076564e-11,1.6291785e-10,2.1990922e-10,2.1533189e-10,1.1461107e-10
RYR1,2.603494e-10,2.014962e-10,2.8767255e-10,3.399107e-11,1.6278148e-10,2.1757907e-10,2.1536599e-10,1.1459751e-10
SRGAP3,2.8613434e-10,2.0145624e-10,2.8452507e-10,3.3982837e-11,1.6272933e-10,2.4147326e-10,2.1551351e-10,1.14594015e-10
FAM217B,2.7278868e-10,2.0739889e-10,3.263129e-10,3.4317767e-11,1.6781873e-10,2.2124835e-10,2.2039714e-10,1.16126296e-10
LCOR,6.9927984e-05,2.0147622e-10,3.2029757e-10,3.414149e-11,1.627374e-10,0.00042041263,2.156414e-10,1.14580026e-10
SUPT5H,2.535638e-10,2.0146391e-10,2.845283e-10,3.3983098e-11,1.6282092e-10,0.0018347605,2.1545762e-10,1.14590955e-10
XPNPEP3,2.901462e-10,2.0352947e-10,4.084528e-10,3.4209933e-11,1.6410295e-10,3.1398148e-10,2.1634215e-10,1.1460014e-10
ZNF107,8.3733664e-10,2.0149311e-10,2.8457825e-10,3.4126254e-11,1.6275914e-10,2.1939223e-10,2.1543378e-10,1.145962e-10
PPIA,2.5396266e-10,2.0152041e-10,2.8496877e-10,0.003637166,1.6280727e-10,2.1755084e-10,2.1573231e-10,1.1463993e-10
ZNF471,2.5533134e-10,2.0150542e-10,2.8594008e-10,3.3985172e-11,1.6278894e-10,2.3689672e-10,2.1553243e-10,1.15004346e-10
GTF2IRD2,2.7249022e-10,2.0150275e-10,2.84056e-10,3.398297e-11,1.628902e-10,0.00018591438,2.1543378e-10,1.1461762e-10
SUPT3H,0.00057216885,2.0148774e-10,2.8434874e-10,3.402058e-11,1.6284328e-10,4.5188586e-10,2.1556942e-10,1.14601884e-10
NIF3L1,2.6459665e-10,2.0150082e-10,2.8875774e-10,3.4024086e-11,1.6286099e-10,2.2348223e-10,2.1557517e-10,1.1459576e-10
AC005154.6,0.0007097939,2.0150195e-10,2.84486e-10,3.398232e-11,1.6282682e-10,2.1705059e-10,2.1543542e-10,1.1460975e-10
ATP2A1,2.551113e-10,2.015085e-10,2.8421154e-10,3.398271e-11,1.6286969e-10,2.1914465e-10,2.1551269e-10,1.1461456e-10
IARS,2.8985747e-10,2.0149467e-10,2.845229e-10,3.3982255e-11,1.628206e-10,2.1635205e-10,0.00062742824,1.1459751e-10
MFSD14C,0.0003811926,2.0147622e-10,3.987278e-10,3.410374e-11,1.6283862e-10,4.3865664e-10,2.1546337e-10,1.1460888e-10
POM121,7.1464273e-10,2.0148735e-10,3.0526012e-10,3.4301343e-11,1.6282e-10,0.0004797423,2.1543256e-10,1.14623304e-10
ZBTB44,2.5360347e-10,2.014939e-10,2.8443717e-10,3.398297e-11,0.0009355324,2.3543725e-10,2.1563523e-10,1.1458178e-10
GIMAP5,2.773732e-10,2.0149543e-10,2.8384534e-10,3.3981932e-11,1.6258352e-10,2.1652752e-10,2.1571463e-10,1.1504384e-10
STK31,2.542069e-10,2.0153618e-10,2.8907074e-10,3.3991133e-11,1.6276472e-10,2.247081e-10,2.1554927e-10,1.14595326e-10
CD55,2.533405e-10,2.0153157e-10,2.84537e-10,3.398232e-11,0.0030254556,2.1715824e-10,2.1549953e-10,1.1461588e-10
ZNF565,2.6222127e-10,2.0192786e-10,3.2562025e-10,3.4035316e-11,1.6280632e-10,2.3153218e-10,2.168445e-10,1.1606252e-10
WDR5,2.796564e-10,2.0155078e-10,2.8405167e-10,3.4036874e-11,1.6285073e-10,2.4655267e-10,2.1562986e-10,1.1559019e-10
LONP1,1.0068433e-09,2.0514415e-10,5.473558e-10,3.4914484e-11,1.6292033e-10,3.2096661e-10,2.2902251e-10,1.2147158e-10
TRRAP,5.037374e-10,2.0151274e-10,2.9485087e-10,3.412339e-11,1.6272715e-10,0.00035777202,2.1553406e-10,1.14616316e-10
SRGAP2B,1.1359131e-09,2.0150774e-10,2.8450553e-10,3.4033172e-11,1.6287094e-10,2.4659122e-10,2.1543954e-10,1.1919847e-10
ASB13,2.5344876e-10,2.0283424e-10,3.0851402e-10,3.4035445e-11,1.6405194e-10,2.2327602e-10,2.1655022e-10,1.1645679e-10
SLC35F1,2.5382027e-10,2.0150619e-10,2.8460106e-10,3.3984846e-11,1.6276255e-10,2.2133362e-10,2.1571997e-10,1.1734734e-10
ZNF34,2.6236738e-10,2.0203035e-10,2.8418173e-10,3.3983354e-11,1.6307111e-10,2.2121335e-10,2.1621716e-10,1.1722431e-10
ZNF140,2.7106986e-10,2.0176887e-10,2.8716327e-10,3.4071884e-11,1.6293525e-10,2.575721e-10,2.1628728e-10,1.1530393e-10
INCA1,2.5440383e-10,2.0150695e-10,2.846906e-10,3.3983354e-11,1.6265797e-10,2.1739695e-10,2.1562166e-10,1.14638174e-10
ZNF774,2.5350483e-10,2.0151542e-10,2.855199e-10,3.3983098e-11,1.6286349e-10,2.1922492e-10,2.1510858e-10,1.1460713e-10
PTPN1,0.0010903572,2.0149696e-10,2.8448274e-10,3.3983226e-11,1.6298218e-10,2.1617552e-10,2.1566442e-10,1.1459052e-10
EVL,0.001982734,2.0150082e-10,2.8466401e-10,3.398232e-11,1.6283924e-10,2.1641479e-10,2.1562864e-10,1.1466966e-10
EPHB4,0.0009597801,2.0150466e-10,2.8440786e-10,3.3983098e-11,1.6279267e-10,2.1685609e-10,2.1532615e-10,1.14601446e-10
ZNF765,2.8060212e-10,2.03337e-10,1.0295271e-09,3.4391552e-11,1.6495937e-10,2.5246064e-10,2.1878338e-10,1.1461675e-10
ZNF124,4.879299e-10,2.015108e-10,4.0894238e-10,3.417087e-11,1.6264058e-10,8.268016e-05,2.1555628e-10,1.14614124e-10
XRCC6,2.538745e-10,2.0150234e-10,2.8440625e-10,0.0004594175,1.6277124e-10,2.168958e-10,2.1558834e-10,1.1461588e-10
PPP1R26,2.5391714e-10,2.0196446e-10,3.5336173e-10,3.4008255e-11,1.6401377e-10,2.9411393e-10,2.1586155e-10,1.14601884e-10
TSC22D2,2.758653e-10,2.050624e-10,4.193642e-10,3.4024217e-11,1.6589585e-10,2.93521e-10,2.30288e-10,1.2076422e-10
ZNF569,2.9003e-10,2.0147507e-10,2.842083e-10,3.4013053e-11,1.6280943e-10,2.2372874e-10,2.1547365e-10,1.14665735e-10
ARMCX4,2.7218372e-10,2.0147851e-10,3.0439962e-10,3.399645e-11,1.6277589e-10,5.897524e-05,2.1548967e-10,1.2198888e-10
ZNF777,2.5548919e-10,2.015331e-10,2.8614688e-10,3.398893e-11,1.6277962e-10,2.1852524e-10,2.1555421e-10,1.1461281e-10
PIK3R4,3.251976e-10,2.054821e-10,3.5494105e-10,3.4474958e-11,1.6347688e-10,2.942357e-10,2.2220753e-10,1.1475455e-10
TRAPPC2,2.6001495e-10,0.0004931849,2.8440134e-10,3.3982383e-11,1.628495e-10,2.1612438e-10,2.1560807e-10,1.1460014e-10
SIAH1,2.6369584e-10,2.0148198e-10,2.8479435e-10,3.3982577e-11,1.6291442e-10,2.7150293e-10,2.1545762e-10,0.00046120596
C20orf96,2.5368765e-10,2.0224009e-10,3.1060712e-10,3.3982903e-11,1.6370624e-10,2.660592e-10,2.160329e-10,1.14655674e-10
ESRRG,2.539704e-10,2.0150619e-10,2.8447297e-10,3.398342e-11,1.6277558e-10,0.00059078797,2.1562659e-10,1.14622e-10
NCOR2,2.5340427e-10,2.0145739e-10,0.0025423155,3.398271e-11,1.6283924e-10,2.1642552e-10,2.1560971e-10,1.1459358e-10
SULT1A1,2.777353e-10,2.0151003e-10,2.8437966e-10,3.399289e-11,1.6276348e-10,8.649536e-10,2.1548474e-10,1.1458134e-10
ARL9,2.5414e-10,2.015331e-10,2.858174e-10,3.3984524e-11,1.629135e-10,2.1658574e-10,2.1552338e-10,1.1462243e-10
PRPF40A,2.535735e-10,2.0153618e-10,0.0030375347,3.398245e-11,1.6269985e-10,2.164763e-10,2.1555503e-10,1.1461281e-10
GDAP2,2.880212e-10,2.014885e-10,3.2402245e-10,3.40869e-11,1.6272902e-10,2.352936e-10,2.1553818e-10,1.1459707e-10
TCEAL3,2.5356478e-10,2.0152387e-10,0.0013051846,3.398219e-11,1.6277094e-10,2.1623614e-10,2.1544323e-10,1.14609315e-10
ANAPC7,4.2471401e-10,2.030812e-10,3.3782127e-10,3.4208043e-11,1.6299773e-10,2.9055214e-10,2.18672e-10,1.15640025e-10
TPK1,0.00020176255,2.015108e-10,3.455964e-10,3.3982577e-11,1.628231e-10,2.1648992e-10,2.1563851e-10,1.146115e-10
SLC6A9,2.5331148e-10,2.0151618e-10,2.869864e-10,3.3984846e-11,1.629626e-10,2.1827572e-10,2.157751e-10,1.1525336e-10
AFAP1,0.000688346,2.0150158e-10,3.285888e-10,3.398219e-11,1.6278738e-10,2.184544e-10,2.1549708e-10,1.2229034e-10
MYO18A,3.4880623e-10,2.0152387e-10,3.1916023e-10,3.3985238e-11,1.6283086e-10,2.19092e-10,2.1664773e-10,1.1996208e-10
SPTSSB,2.5388128e-10,2.0146354e-10,3.332805e-10,3.3983226e-11,1.628057e-10,2.161009e-10,2.1547487e-10,1.1459664e-10
MME,2.5680538e-10,2.0153924e-10,2.908671e-10,3.4049274e-11,1.6291878e-10,2.1619036e-10,2.1557517e-10,1.1484959e-10
CACNA1H,2.5383287e-10,2.0148312e-10,2.8460864e-10,3.3982577e-11,1.6275416e-10,2.173837e-10,2.1567347e-10,1.1551658e-10
SULF2,2.538532e-10,2.0151274e-10,0.0017644905,3.3981932e-11,1.6277714e-10,2.1604402e-10,2.153968e-10,1.1462987e-10
LAMA2,2.5396943e-10,2.0148583e-10,2.8419747e-10,3.3983354e-11,1.6271072e-10,2.1674526e-10,2.154531e-10,1.937483e-05
PLXNB2,2.5371283e-10,2.015231e-10,2.8399536e-10,3.398342e-11,0.0023258245,2.1717397e-10,2.1570146e-10,1.1459926e-10
MYO6,2.538929e-10,2.0151157e-10,2.8420397e-10,0.00022257512,1.6267347e-10,2.1678082e-10,2.1562288e-10,1.1461194e-10
MKL1,0.0007952059,2.014962e-10,3.0846048e-10,3.398297e-11,1.627908e-10,1.510736e-09,2.1557602e-10,1.3298514e-10
HDAC2,2.5349903e-10,2.0148812e-10,2.8456143e-10,3.398141e-11,1.627908e-10,2.163892e-10,0.002602116,1.1461675e-10
ZNF782,2.6895014e-10,2.0165115e-10,3.0589659e-10,3.4044857e-11,1.6282682e-10,2.548579e-10,2.1615655e-10,1.148001e-10
ZNF846,4.0773362e-10,2.0149966e-10,3.6796688e-10,3.3983615e-11,1.6287248e-10,5.750327e-10,2.1560233e-10,1.1457303e-10
UGT2B15,2.5378444e-10,2.0151618e-10,2.8450445e-10,3.398219e-11,1.6277746e-10,2.8037475e-10,2.1553406e-10,1.1461281e-10
TCF4,2.536799e-10,2.0147314e-10,2.8435795e-10,3.398297e-11,1.6273864e-10,2.1630336e-10,2.1550858e-10,0.00091617415
WNK3,2.5672603e-10,2.0150312e-10,2.8482042e-10,3.4005403e-11,1.6289951e-10,2.3616675e-10,2.1561672e-10,1.15035065e-10
SDHAF3,0.0015172039,2.0150466e-10,2.8456848e-10,3.3983098e-11,1.6281781e-10,2.1665515e-10,2.156957e-10,1.146185e-10
HRH1,2.5338012e-10,2.0151003e-10,3.2868783e-10,3.3982903e-11,1.6288647e-10,2.1643379e-10,2.1522267e-10,1.2028055e-10
RABL6,2.7519367e-10,2.0196947e-10,3.986875e-10,3.410439e-11,1.6308138e-10,3.4850234e-10,2.1782695e-10,1.1460407e-10
ZNF136,3.1374442e-10,2.0153079e-10,2.8457608e-10,3.402837e-11,1.6284732e-10,2.3993893e-10,2.1568171e-10,1.1461675e-10
ZKSCAN5,2.608833e-10,2.0156386e-10,2.9487449e-10,3.3998915e-11,1.6277e-10,2.2306659e-10,2.1561465e-10,1.1464255e-10
ZNF502,2.5505292e-10,2.0150082e-10,2.8409555e-10,3.3990942e-11,1.6280881e-10,2.342838e-10,2.1562124e-10,1.1505788e-10
TRAPPC4,2.5371283e-10,0.0015947358,2.8448707e-10,3.398219e-11,1.6274734e-10,2.1637847e-10,2.1551022e-10,1.14612375e-10
TECPR2,2.7050584e-10,2.0251763e-10,3.0109668e-10,3.401059e-11,1.6264214e-10,2.8297936e-10,2.1738658e-10,1.1744004e-10
TLR7,2.561215e-10,2.015231e-10,2.8446753e-10,3.398297e-11,1.6283334e-10,2.1685113e-10,2.1559657e-10,1.1460713e-10
ZFP62,2.9187022e-10,2.0151965e-10,2.9956207e-10,3.408742e-11,1.6260894e-10,2.3296345e-10,2.1548596e-10,1.1458134e-10
ERI2,2.5569002e-10,2.0227518e-10,2.9178504e-10,3.4003196e-11,1.6304437e-10,2.3398053e-10,2.1657791e-10,1.15002154e-10
TOMM7,2.5365668e-10,2.015823e-10,2.8501934e-10,0.002402355,1.6296105e-10,2.1699594e-10,2.158879e-10,1.14620244e-10
HSH2D,5.6868172e-09,2.0150542e-10,4.463981e-10,3.4076953e-11,1.6282341e-10,2.1634297e-10,2.1545803e-10,1.14617184e-10
TRPV1,2.5960561e-10,2.0151579e-10,2.844822e-10,3.3991133e-11,1.6277776e-10,2.2247258e-10,2.1553202e-10,1.14606255e-10
ZNF33B,2.7010064e-10,2.015085e-10,2.8459887e-10,3.398206e-11,1.6277342e-10,0.00052084576,2.1544694e-10,1.1460713e-10
PDXDC2P,2.5856983e-10,2.0150927e-10,2.9789776e-10,3.3994443e-11,1.6281315e-10,2.2293899e-10,2.1584838e-10,1.1460407e-10
ZNF431,5.2794646e-10,2.014839e-10,3.3215153e-10,3.4262242e-11,1.6271848e-10,5.017151e-10,2.1557024e-10,1.14617184e-10
FAM150A,2.542389e-10,2.0147467e-10,2.8595262e-10,3.398219e-11,1.6286907e-10,2.1653825e-10,2.1553655e-10,1.1467579e-10
NF1,2.5413904e-10,2.0150082e-10,3.123216e-10,3.3982837e-11,1.628818e-10,4.3700815e-10,0.00074685767,1.1459314e-10
VKORC1L1,3.065268e-10,2.018624e-10,3.454633e-10,3.419206e-11,1.6308915e-10,3.0847516e-10,2.1756577e-10,1.1480579e-10
ZNF418,2.5466695e-10,2.0149274e-10,2.843715e-10,3.3981932e-11,1.628498e-10,2.2228001e-10,2.1553982e-10,1.14667914e-10
DAPK1,2.5384156e-10,0.001009023,2.84461e-10,3.398245e-11,1.6270885e-10,4.3065335e-10,2.1551022e-10,1.1459358e-10
HLA-DQA1,2.5398494e-10,0.004066553,2.8495845e-10,3.3983098e-11,1.6281068e-10,2.1642883e-10,2.1560931e-10,1.1461456e-10
COL27A1,2.5397914e-10,2.0149774e-10,2.846195e-10,3.3982837e-11,1.6278522e-10,0.0008397511,2.1562124e-10,1.1460407e-10
GM2A,2.5755784e-10,2.0164692e-10,2.8513136e-10,3.400287e-11,1.629859e-10,2.1699097e-10,2.1578375e-10,1.14628994e-10
S100A2,2.5399755e-10,2.0153618e-10,2.8445613e-10,3.3983746e-11,1.6289516e-10,2.1696282e-10,2.1555216e-10,0.0013906099
SNHG17,3.5974815e-10,2.0147928e-10,2.845283e-10,3.4153083e-11,1.628877e-10,2.1647424e-10,2.1551269e-10,1.2003121e-10
CD47,2.533521e-10,2.0150503e-10,2.8481176e-10,0.00049866753,1.627793e-10,2.166064e-10,2.1553737e-10,1.1462637e-10
TLE1,2.5836772e-10,2.0147008e-10,2.8437638e-10,3.3982383e-11,1.6286876e-10,0.0013955034,2.1550858e-10,1.1460582e-10
MAML3,2.920384e-10,2.0150966e-10,2.8455058e-10,3.3983098e-11,1.6272872e-10,0.00034228756,2.1564592e-10,1.1458877e-10
STRN3,3.2167144e-10,0.0008503323,3.0958033e-10,3.398219e-11,1.6280105e-10,2.45087e-10,2.153664e-10,1.1460713e-10
ZNF239,2.5448535e-10,2.0153157e-10,2.8624622e-10,3.3987892e-11,1.6282153e-10,2.1814418e-10,2.156521e-10,1.1458395e-10
CTBP1-AS2,2.5959274e-10,2.0149311e-10,2.8720434e-10,3.3997877e-11,1.6269705e-10,2.1898001e-10,2.1566648e-10,1.14566044e-10
MVB12B,5.452042e-10,2.015231e-10,2.842327e-10,3.3983226e-11,1.6292033e-10,2.389383e-10,2.1555874e-10,1.14622e-10
C6orf106,6.771885e-10,2.0150927e-10,4.5321513e-10,3.4083972e-11,1.6278273e-10,0.0003814279,2.1558752e-10,1.1461762e-10
ADA,2.7663144e-10,2.0145931e-10,2.8462277e-10,3.3983098e-11,1.6278769e-10,2.1667582e-10,2.1551062e-10,1.1771813e-10
ARID5A,3.0551234e-10,2.0147622e-10,2.845728e-10,3.3982643e-11,1.6272002e-10,2.1626706e-10,2.1553202e-10,1.1704557e-10
PPTC7,0.00033838174,2.0147314e-10,4.1096282e-10,3.3983226e-11,1.6282e-10,2.2186576e-10,2.1556615e-10,1.1460844e-10
NHLRC2,2.8110672e-10,2.0151118e-10,2.845348e-10,3.398342e-11,1.6274113e-10,0.00056780153,2.1541488e-10,1.1460669e-10
KIAA1211L,2.5369734e-10,2.0150004e-10,6.059728e-10,3.398271e-11,1.6272933e-10,2.1673534e-10,2.1623159e-10,1.5414194e-10
CBWD3,2.7446503e-10,2.0150542e-10,3.242376e-10,3.4036742e-11,1.6289516e-10,2.2167204e-10,2.155312e-10,1.1463249e-10
SCN8A,2.585442e-10,2.0148891e-10,2.870718e-10,3.398413e-11,1.6288584e-10,3.2823047e-10,2.1523253e-10,1.14616316e-10
LAMB3,2.5349323e-10,2.0151157e-10,2.845869e-10,3.3983098e-11,1.6284389e-10,2.1659152e-10,2.1552174e-10,0.0009395649
KPNA5,3.3802688e-10,2.0147699e-10,2.8436772e-10,3.4149697e-11,1.6281626e-10,2.536325e-10,2.1568747e-10,1.1535893e-10
ANKRD36B,1.2464576e-09,2.014862e-10,6.301805e-10,3.41027e-11,1.6278087e-10,4.788815e-10,2.1555134e-10,1.1773293e-10
ARHGEF12,2.5396943e-10,2.014962e-10,2.843715e-10,3.398316e-11,1.6281812e-10,2.2819058e-10,2.1556121e-10,0.0009785085
ZNF252P,2.6901273e-10,2.0343632e-10,3.0056535e-10,3.4110378e-11,1.6408166e-10,2.6296854e-10,2.1650107e-10,1.1475062e-10
PDLIM7,2.5370797e-10,2.0149696e-10,2.8399696e-10,3.3983098e-11,1.6293805e-10,2.167767e-10,2.1556121e-10,0.0011000172
FLNA,2.5376992e-10,0.0046835747,2.845131e-10,3.3983226e-11,1.6290386e-10,2.1701331e-10,2.1560315e-10,1.14619376e-10
SRGAP1,2.9455238e-10,2.0147314e-10,2.8389624e-10,3.398154e-11,1.628849e-10,8.1475554e-10,0.00055457273,1.1460844e-10
FAM3C,2.5376992e-10,2.0151196e-10,2.8462277e-10,3.398303e-11,1.6280384e-10,2.1620726e-10,0.0013086414,1.1459926e-10
SLC39A10,2.8641062e-10,2.0150158e-10,2.84524e-10,3.3983098e-11,1.6284762e-10,0.0007456723,2.155575e-10,1.1461762e-10
CASP4,2.540489e-10,2.0147928e-10,2.840755e-10,3.3983098e-11,1.6281439e-10,0.0031454572,2.1557765e-10,1.14615e-10
AP2A1,5.876562e-10,2.0507648e-10,3.8925582e-10,3.420093e-11,1.6452699e-10,3.0386713e-10,2.2145016e-10,1.3709198e-10
FUT11,2.870866e-10,2.0941102e-10,3.5009465e-10,3.4074417e-11,1.6775632e-10,2.1676924e-10,2.296327e-10,1.394353e-10
ANXA4,2.5385608e-10,2.0154464e-10,2.8508892e-10,3.398478e-11,1.6264616e-10,0.022142716,2.1548803e-10,1.14613256e-10
WDR45,2.5365862e-10,2.014789e-10,2.8444475e-10,3.3982383e-11,0.0009924265,2.16537e-10,2.154831e-10,1.1457828e-10
METTL9,8.234309e-10,2.0399e-10,2.845283e-10,3.479668e-11,1.66972e-10,2.2043245e-10,2.1658574e-10,1.1760772e-10
ZNF138,3.119019e-10,2.0150888e-10,2.937075e-10,3.4197083e-11,1.6286844e-10,2.3238653e-10,2.1527317e-10,1.1461588e-10
ZNF429,2.6514127e-10,2.0146354e-10,2.8447297e-10,3.398245e-11,1.6284235e-10,0.00019682689,2.1558505e-10,1.1460539e-10
ZNF470,2.5435629e-10,2.0151157e-10,2.847645e-10,3.3983226e-11,1.628616e-10,2.1662126e-10,2.1555956e-10,1.1463468e-10
ZNF100,2.921487e-10,2.0149082e-10,2.8445993e-10,3.4036288e-11,1.6276844e-10,2.3259583e-10,2.1571503e-10,1.1460801e-10
ZNF398,2.9667807e-10,2.0147968e-10,4.430087e-10,3.4152823e-11,1.6280757e-10,2.8184763e-10,2.155719e-10,1.145774e-10
ANXA6,2.535232e-10,2.014766e-10,2.845777e-10,3.398232e-11,0.0013208014,2.1677835e-10,2.1551022e-10,1.14579596e-10
ZNF441,2.6135247e-10,2.01457e-10,2.844811e-10,3.399451e-11,1.628905e-10,2.2248021e-10,2.156673e-10,1.14607566e-10
GMFB,2.9620084e-10,2.014939e-10,4.2894654e-10,3.4424495e-11,1.627697e-10,2.2704746e-10,2.1570022e-10,1.1460888e-10
ZNF420,2.8400726e-10,2.014885e-10,2.842316e-10,3.398206e-11,1.6271878e-10,2.4049976e-10,2.1538242e-10,1.15603416e-10
ZMYM1,3.299283e-10,2.0234234e-10,3.3113623e-10,3.4233172e-11,1.6335815e-10,2.7448757e-10,2.160362e-10,1.14615435e-10
MAFG,2.5370217e-10,2.0205462e-10,2.988316e-10,3.3986727e-11,1.6365691e-10,2.1658987e-10,2.1628768e-10,1.1496707e-10
KIAA1671,2.5367217e-10,2.0150774e-10,3.3716535e-10,3.3982383e-11,0.000624587,2.6495067e-10,2.1539105e-10,1.1459358e-10
IGF2R,2.538009e-10,0.0011903072,2.844057e-10,3.3982837e-11,1.6283894e-10,2.1682424e-10,2.1533107e-10,1.1459795e-10
ZNF300P1,2.5409735e-10,2.01467e-10,2.8424516e-10,3.3983098e-11,1.6276659e-10,2.2427221e-10,2.1574466e-10,1.1479965e-10
NPSR1-AS1,2.537409e-10,2.0149467e-10,3.0118685e-10,3.3983098e-11,1.6296478e-10,2.1642221e-10,2.155357e-10,1.1457435e-10
DYNC1H1,2.5355898e-10,2.0150158e-10,2.8408637e-10,3.3983098e-11,1.6273337e-10,2.1666631e-10,2.156126e-10,0.00093069236
PCBP2,2.5409833e-10,2.0147391e-10,2.8499378e-10,0.001068034,1.6295763e-10,2.1691028e-10,2.1564099e-10,1.14614124e-10
SLC25A29,2.5375252e-10,2.0151465e-10,3.5654235e-10,3.398297e-11,1.6278427e-10,3.4895198e-10,2.1545926e-10,1.1460057e-10
PGAP1,2.8436933e-10,2.01457e-10,3.0408745e-10,3.417224e-11,1.6273119e-10,2.1648829e-10,2.1581874e-10,1.3343333e-10
SRC,2.5343716e-10,2.0150927e-10,0.0010777137,3.398297e-11,1.6278023e-10,2.164478e-10,2.1553077e-10,1.145927e-10
ZNF682,2.9297903e-10,2.0153001e-10,2.8436067e-10,3.403538e-11,1.6280384e-10,2.4867225e-10,2.1566567e-10,1.1487194e-10
ZNF257,2.5638056e-10,2.0147775e-10,2.8426794e-10,3.3987375e-11,1.6279328e-10,2.1982031e-10,2.156525e-10,1.1460582e-10
ADAM32,2.5356575e-10,2.0149159e-10,2.9668712e-10,3.3994245e-11,1.6279887e-10,2.1654857e-10,2.1560807e-10,1.1464342e-10
ACSL5,3.375746e-10,2.0148928e-10,8.907487e-10,3.3983354e-11,1.6284266e-10,2.1619283e-10,2.1552995e-10,1.150513e-10
LRRC8B,2.592019e-10,2.0149774e-10,3.0112196e-10,3.399775e-11,1.6283148e-10,2.2181372e-10,2.1607123e-10,1.14614124e-10
ABCB8,2.6075195e-10,2.0159922e-10,2.9032998e-10,3.4003324e-11,1.6299835e-10,2.1684658e-10,2.156492e-10,1.1472742e-10
SND1,3.6309147e-10,2.014885e-10,2.8444042e-10,3.3983226e-11,1.6277589e-10,2.1646392e-10,2.1523541e-10,0.0007024417
SULT1A2,2.5378444e-10,2.0151235e-10,2.8439048e-10,3.3983098e-11,1.6273212e-10,2.2856388e-10,2.1558422e-10,1.1460844e-10
NEK5,2.5407215e-10,2.0155848e-10,2.8914793e-10,3.3989707e-11,1.6295544e-10,2.1984044e-10,2.1553737e-10,1.14648235e-10
PSMD12,0.0016097463,2.0149696e-10,2.8459235e-10,3.3983098e-11,1.6291318e-10,2.1650315e-10,2.1551269e-10,1.14617184e-10
CH17-340M24.3,2.757159e-10,2.0306105e-10,2.870543e-10,3.4095546e-11,1.6351774e-10,2.3562416e-10,2.165432e-10,1.1460888e-10
PIWIL2,2.5575636e-10,2.014643e-10,2.8915895e-10,3.403447e-11,1.6277465e-10,2.1629512e-10,2.1560849e-10,1.1476463e-10
MIRLET7BHG,2.534265e-10,2.0151388e-10,4.2041096e-10,3.3982837e-11,1.6279825e-10,4.6714355e-10,2.1584344e-10,1.2334589e-10
NOL4L,0.0008279841,2.0149082e-10,4.66708e-10,3.3982903e-11,1.6288647e-10,2.1648539e-10,2.155053e-10,1.2083011e-10
SLC22A4,2.540237e-10,2.0148312e-10,2.876857e-10,3.398297e-11,1.6287124e-10,2.2232327e-10,2.1571585e-10,1.14813235e-10
ENTPD4,2.7775968e-10,2.0173693e-10,3.0748828e-10,3.408371e-11,1.6291474e-10,2.2025888e-10,2.1653784e-10,1.149811e-10
C1D,2.53383e-10,0.0024470743,2.844773e-10,3.3983226e-11,1.6287124e-10,2.1651966e-10,2.1570022e-10,1.1458178e-10
TBC1D9B,2.5649893e-10,2.0147314e-10,2.8425493e-10,3.3983226e-11,1.6267222e-10,0.00094698725,2.1530726e-10,1.1460975e-10
KANK2,2.5385416e-10,2.0149658e-10,3.0345704e-10,3.398245e-11,1.6276472e-10,6.375043e-10,2.1565126e-10,1.4485266e-10
C6orf141,2.5350966e-10,2.0149582e-10,0.0011397569,3.3983226e-11,1.6297223e-10,2.1734221e-10,2.1546749e-10,1.1461588e-10
GTF2E2,0.0012430823,2.0150427e-10,2.8449088e-10,3.3982255e-11,1.6294115e-10,2.1693718e-10,2.1558258e-10,1.14613694e-10
RAD54B,2.5649893e-10,2.0171384e-10,2.9103692e-10,3.3983615e-11,1.6282248e-10,2.1708702e-10,2.1578744e-10,1.1485003e-10
SYNGAP1,2.6942043e-10,2.0148774e-10,2.8707783e-10,3.403804e-11,1.6289455e-10,2.1857609e-10,2.1561342e-10,1.170295e-10
FITM2,2.570945e-10,2.014962e-10,2.849927e-10,3.4002027e-11,1.6275914e-10,2.1688007e-10,2.1555462e-10,1.1482725e-10
BLM,2.800215e-10,2.0149274e-10,2.8539468e-10,3.399924e-11,1.6277404e-10,2.1698351e-10,2.1555216e-10,1.1462068e-10
ZNF720,3.4696163e-10,2.0154732e-10,3.462133e-10,3.422723e-11,1.6283644e-10,3.1411626e-10,2.1553655e-10,1.1570092e-10
DDI2,0.00021373101,2.0151696e-10,4.182993e-10,3.3983226e-11,1.6287063e-10,2.8320288e-10,2.1559657e-10,1.14601446e-10
SVIL,2.5348934e-10,2.0151426e-10,3.0153577e-10,3.398245e-11,1.6278334e-10,0.0013334655,2.1542639e-10,1.3183252e-10
TRIM33,3.588449e-10,2.0147622e-10,2.8421643e-10,3.398251e-11,0.0005503148,2.2680595e-10,2.1536313e-10,1.14594015e-10
